test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_005571	XLOC_005571	NR2C1	chr12:95414057-95467404	Normal	Disease	OK	4.481	10.4039	1.21523	10.0037	5e-05	7.96728e-05	yes
XLOC_005583	XLOC_005583	IKBIP	chr12:99007181-99038589	Normal	Disease	OK	5.24008	8.67543	0.727346	4.05127	5e-05	7.96728e-05	yes
XLOC_005584	XLOC_005584	ANKS1B	chr12:99039077-100378432	Normal	Disease	OK	0.960668	2.58702	1.42918	5.09739	5e-05	7.96728e-05	yes
XLOC_005586	XLOC_005586	GOLGA2P5	chr12:100550174-100567121	Normal	Disease	OK	2.18903	15.3296	2.80796	16.3084	5e-05	7.96728e-05	yes
XLOC_005587	XLOC_005587	DEPDC4	chr12:100646041-100660857	Normal	Disease	OK	0.186771	0.698678	1.90335	1.80575	0.02045	0.0260048	yes
XLOC_005592	XLOC_005592	CCDC53	chr12:102406716-102455899	Normal	Disease	OK	21.6793	49.3219	1.18591	11.1469	5e-05	7.96728e-05	yes
XLOC_005595	XLOC_005595	IGF1	chr12:102789644-102874378	Normal	Disease	OK	43.1747	67.6165	0.647189	11.0817	5e-05	7.96728e-05	yes
XLOC_005596	XLOC_005596	LINC00485	chr12:103203060-103218177	Normal	Disease	OK	0	1.46655	inf	-nan	5e-05	7.96728e-05	yes
XLOC_005599	XLOC_005599	NT5DC3	chr12:104166080-104234975	Normal	Disease	OK	3.66755	4.73264	0.36783	3.98759	5e-05	7.96728e-05	yes
XLOC_005601	XLOC_005601	C12orf73	chr12:104343980-104350993	Normal	Disease	OK	3.96267	6.13119	0.629694	3.43207	5e-05	7.96728e-05	yes
XLOC_005603	XLOC_005603	NFYB	chr12:104510857-104532040	Normal	Disease	OK	7.10269	8.70314	0.293171	3.01641	5e-05	7.96728e-05	yes
XLOC_005611	XLOC_005611	MTERFD3	chr12:107371068-107380929	Normal	Disease	OK	8.11124	28.3513	1.80542	16.0962	5e-05	7.96728e-05	yes
XLOC_005623	XLOC_005623	ALKBH2	chr12:109525992-109531293	Normal	Disease	OK	15.1148	33.8687	1.164	9.44934	5e-05	7.96728e-05	yes
XLOC_005626	XLOC_005626	MMAB	chr12:109991520-110011358	Normal	Disease	OK	12.7379	21.4409	0.751233	11.5872	5e-05	7.96728e-05	yes
XLOC_005627	XLOC_005627	MGC14436	chr12:110152186-110211292	Normal	Disease	OK	0.145078	1.61141	3.47342	2.77225	0.0036	0.0049468	yes
XLOC_005629	XLOC_005629	GLTP	chr12:110288747-110318293	Normal	Disease	OK	55.964	58.6993	0.0688432	1.5581	0.02495	0.0314204	yes
XLOC_005631	XLOC_005631	C12orf76	chr12:110478982-110505500	Normal	Disease	OK	2.87963	3.58492	0.316056	1.50723	0.03	0.0374276	yes
XLOC_005634	XLOC_005634	GPN3	chr12:110890290-110928192	Normal	Disease	OK	9.58228	15.2801	0.673216	5.22507	5e-05	7.96728e-05	yes
XLOC_005635	XLOC_005635	VPS29	chr12:110929329-110939916	Normal	Disease	OK	48.0919	103.001	1.0988	16.5507	5e-05	7.96728e-05	yes
XLOC_005638	XLOC_005638	PPP1CC	chr12:111157612-111180783	Normal	Disease	OK	67.1229	74.9841	0.159778	3.64768	5e-05	7.96728e-05	yes
XLOC_005641	XLOC_005641	ATXN2	chr12:111890017-112037480	Normal	Disease	OK	23.207	47.8855	1.04503	25.2029	5e-05	7.96728e-05	yes
XLOC_005643	XLOC_005643	C12orf47	chr12:112277572-112331228	Normal	Disease	OK	6.61015	9.28239	0.489815	3.91503	5e-05	7.96728e-05	yes
XLOC_005645	XLOC_005645	NAA25	chr12:112464492-112546635	Normal	Disease	OK	5.36343	6.09148	0.183637	2.09371	0.00335	0.00461575	yes
XLOC_005647	XLOC_005647	RPL6	chr12:112842993-112847443	Normal	Disease	OK	147.435	195.839	0.409584	8.69285	5e-05	7.96728e-05	yes
XLOC_005652	XLOC_005652	SDS	chr12:113830250-113841692	Normal	Disease	OK	6.09312	12.7147	1.06124	7.34128	5e-05	7.96728e-05	yes
XLOC_005654	XLOC_005654	RBM19	chr12:114254542-114404176	Normal	Disease	OK	7.67981	8.77286	0.191977	2.18465	0.002	0.00281652	yes
XLOC_005667	XLOC_005667	VSIG10	chr12:118501397-118541810	Normal	Disease	OK	7.287	11.0205	0.596794	7.77931	5e-05	7.96728e-05	yes
XLOC_005668	XLOC_005668	TAOK3	chr12:118587605-118810750	Normal	Disease	OK	37.6076	64.088	0.76903	21.9825	5e-05	7.96728e-05	yes
XLOC_005674	XLOC_005674	RPLP0	chr12:120634502-120639014	Normal	Disease	OK	209.548	227.307	0.117358	3.06653	5e-05	7.96728e-05	yes
XLOC_005677	XLOC_005677	MSI1	chr12:120779132-120806958	Normal	Disease	OK	4.81576	7.2	0.580232	4.64824	5e-05	7.96728e-05	yes
XLOC_005678	XLOC_005678	TRIAP1	chr12:120881763-120884215	Normal	Disease	OK	17.7903	22.4076	0.332893	2.98866	5e-05	7.96728e-05	yes
XLOC_005679	XLOC_005679	SRSF9	chr12:120884240-120907558	Normal	Disease	OK	102.096	117.813	0.20657	3.8562	5e-05	7.96728e-05	yes
XLOC_005681	XLOC_005681	COQ5	chr12:120941081-120966964	Normal	Disease	OK	16.7861	20.7833	0.308158	3.08851	5e-05	7.96728e-05	yes
XLOC_005682	XLOC_005682	POP5	chr12:121016847-121019201	Normal	Disease	OK	23.7542	50.3774	1.0846	8.97293	5e-05	7.96728e-05	yes
XLOC_005685	XLOC_005685	C12orf43	chr12:121440847-121454300	Normal	Disease	OK	9.83817	12.952	0.396718	3.52689	5e-05	7.96728e-05	yes
XLOC_005687	XLOC_005687	CAMKK2	chr12:121675494-121736111	Normal	Disease	OK	29.2547	71.8523	1.29637	33.0015	5e-05	7.96728e-05	yes
XLOC_005688	XLOC_005688	ANAPC5	chr12:121746047-121792012	Normal	Disease	OK	31.124	62.1785	0.998389	19.2147	5e-05	7.96728e-05	yes
XLOC_005691	XLOC_005691	RHOF	chr12:122150657-122231594	Normal	Disease	OK	3.81526	5.85948	0.618991	3.27337	5e-05	7.96728e-05	yes
XLOC_005692	XLOC_005692	LOC338799	chr12:122233172-122241390	Normal	Disease	OK	4.47226	27.6306	2.62719	17.0339	5e-05	7.96728e-05	yes
XLOC_005695	XLOC_005695	DIABLO	chr12:122692208-122712068	Normal	Disease	OK	22.8979	30.623	0.419399	5.98748	5e-05	7.96728e-05	yes
XLOC_005697	XLOC_005697	CLIP1	chr12:122755980-122907116	Normal	Disease	OK	18.2754	32.2554	0.819643	17.0451	5e-05	7.96728e-05	yes
XLOC_005698	XLOC_005698	ZCCHC8	chr12:122956145-122985543	Normal	Disease	OK	6.78403	8.52089	0.328862	3.63047	5e-05	7.96728e-05	yes
XLOC_005699	XLOC_005699	RSRC2	chr12:122989189-123011560	Normal	Disease	OK	28.7408	56.3385	0.971023	17.1045	5e-05	7.96728e-05	yes
XLOC_005704	XLOC_005704	ABCB9	chr12:123405497-123451056	Normal	Disease	OK	1.71599	2.30875	0.428071	2.058	0.00305	0.00421956	yes
XLOC_005708	XLOC_005708	CDK2AP1	chr12:123745539-123756687	Normal	Disease	OK	86.0029	98.8645	0.201068	4.67615	5e-05	7.96728e-05	yes
XLOC_005709	XLOC_005709	SBNO1	chr12:123773655-123834988	Normal	Disease	OK	7.72799	10.7274	0.473129	8.87372	5e-05	7.96728e-05	yes
XLOC_005711	XLOC_005711	RILPL1	chr12:123955908-124018265	Normal	Disease	OK	11.9951	16.7267	0.479717	5.63562	5e-05	7.96728e-05	yes
XLOC_005712	XLOC_005712	EIF2B1	chr12:124105569-124118323	Normal	Disease	OK	28.2131	31.8032	0.172807	2.46667	0.00045	0.000672419	yes
XLOC_005713	XLOC_005713	CCDC92	chr12:124420954-124457163	Normal	Disease	OK	30.9987	46.2759	0.578052	9.01401	5e-05	7.96728e-05	yes
XLOC_005718	XLOC_005718	LOC400084	chr12:126443233-126467920	Normal	Disease	OK	0.167437	1.50854	3.17147	4.1846	0.0002	0.000306269	yes
XLOC_005726	XLOC_005726	STX2	chr12:131274144-131323819	Normal	Disease	OK	4.21554	5.23759	0.313186	2.41432	0.0003	0.000453706	yes
XLOC_005727	XLOC_005727	DDX51	chr12:132621139-132628880	Normal	Disease	OK	5.36772	8.28592	0.626352	6.88322	5e-05	7.96728e-05	yes
XLOC_005731	XLOC_005731	ANKLE2	chr12:133302253-133338451	Normal	Disease	OK	16.8987	19.4926	0.206022	3.66518	5e-05	7.96728e-05	yes
XLOC_005734	XLOC_005734	ZNF605	chr12:133498018-133532892	Normal	Disease	OK	2.47781	9.62039	1.95703	18.8867	5e-05	7.96728e-05	yes
XLOC_005738	XLOC_005738	MPHOSPH8	chr13:20207787-20247599	Normal	Disease	OK	30.2216	85.1877	1.49507	40.8751	5e-05	7.96728e-05	yes
XLOC_005739	XLOC_005739	ZMYM2	chr13:20532809-20665968	Normal	Disease	OK	7.83523	8.7812	0.164443	2.90237	5e-05	7.96728e-05	yes
XLOC_005740	XLOC_005740	IFT88	chr13:21141207-21265576	Normal	Disease	OK	2.56741	5.08858	0.986948	6.06273	5e-05	7.96728e-05	yes
XLOC_005742	XLOC_005742	SAP18	chr13:21714652-21723224	Normal	Disease	OK	74.0459	84.1253	0.18412	4.82314	5e-05	7.96728e-05	yes
XLOC_005743	XLOC_005743	MRP63	chr13:21727733-21753220	Normal	Disease	OK	29.2999	39.8164	0.44247	7.62119	5e-05	7.96728e-05	yes
XLOC_005746	XLOC_005746	LINC00327	chr13:24043650-24061603	Normal	Disease	OK	1.23794	1.8965	0.615405	2.07254	0.0049	0.00664922	yes
XLOC_005748	XLOC_005748	C1QTNF9B-AS1	chr13:24304327-24471125	Normal	Disease	OK	65.7083	100.461	0.612494	8.18035	5e-05	7.96728e-05	yes
XLOC_005751	XLOC_005751	C1QTNF9	chr13:24883715-24896669	Normal	Disease	OK	0.193126	1.60308	3.05323	4.01212	0.0003	0.000453706	yes
XLOC_005760	XLOC_005760	RPL21	chr13:27825691-27830702	Normal	Disease	OK	0	13.2703	inf	-nan	5e-05	7.96728e-05	yes
XLOC_005762	XLOC_005762	SNORA27	chr13:27825691-27830702	Normal	Disease	OK	0	663.591	inf	-nan	0.0235	0.0296925	yes
XLOC_005764	XLOC_005764	GTF3A	chr13:27998680-28024739	Normal	Disease	OK	51.7573	74.9461	0.53409	8.76258	5e-05	7.96728e-05	yes
XLOC_005765	XLOC_005765	POLR1D	chr13:28194879-28241559	Normal	Disease	OK	92.4754	101.485	0.134131	2.25572	0.0012	0.00172627	yes
XLOC_005768	XLOC_005768	ATP5EP2	chr13:28519342-28519710	Normal	Disease	OK	4.91118	10.7815	1.13442	2.52067	0.002	0.00281652	yes
XLOC_005769	XLOC_005769	PAN3	chr13:28710979-28869475	Normal	Disease	OK	9.83145	13.4194	0.448846	6.76489	5e-05	7.96728e-05	yes
XLOC_005770	XLOC_005770	POMP	chr13:29233140-29253093	Normal	Disease	OK	37.9196	79.371	1.06567	17.386	5e-05	7.96728e-05	yes
XLOC_005773	XLOC_005773	USPL1	chr13:31191829-31233686	Normal	Disease	OK	6.28489	8.32095	0.404862	4.21889	5e-05	7.96728e-05	yes
XLOC_005777	XLOC_005777	B3GALTL	chr13:31774111-31906411	Normal	Disease	OK	2.72153	3.72928	0.454478	3.23608	5e-05	7.96728e-05	yes
XLOC_005782	XLOC_005782	PDS5B	chr13:33160563-33352158	Normal	Disease	OK	8.12828	10.9459	0.429364	7.15626	5e-05	7.96728e-05	yes
XLOC_005786	XLOC_005786	SPG20OS	chr13:36875774-36944317	Normal	Disease	OK	0.268401	1.04468	1.96061	1.49791	0.0337	0.0417633	yes
XLOC_005790	XLOC_005790	EXOSC8	chr13:37574677-37633850	Normal	Disease	OK	9.38514	20.5306	1.12932	8.92913	5e-05	7.96728e-05	yes
XLOC_005792	XLOC_005792	UFM1	chr13:38923941-38937143	Normal	Disease	OK	25.3243	28.8277	0.186933	3.04309	5e-05	7.96728e-05	yes
XLOC_005797	XLOC_005797	WBP4	chr13:41635696-41658139	Normal	Disease	OK	8.45386	25.5364	1.59487	16.8393	5e-05	7.96728e-05	yes
XLOC_005798	XLOC_005798	NAA16	chr13:41885340-41951166	Normal	Disease	OK	3.8203	5.26611	0.46305	3.83516	5e-05	7.96728e-05	yes
XLOC_005800	XLOC_005800	C13orf15	chr13:42031541-42045013	Normal	Disease	OK	21.7632	40.5096	0.896375	9.24555	5e-05	7.96728e-05	yes
XLOC_005806	XLOC_005806	DNAJC15	chr13:43597361-43683306	Normal	Disease	OK	4.19509	5.24824	0.323134	2.24405	0.0017	0.00241164	yes
XLOC_005810	XLOC_005810	TSC22D1-AS1	chr13:45006278-45154568	Normal	Disease	OK	0.428908	1.60995	1.90827	5.00185	5e-05	7.96728e-05	yes
XLOC_005812	XLOC_005812	GTF2F2	chr13:45694630-45858239	Normal	Disease	OK	8.53124	12.6302	0.566048	4.04839	5e-05	7.96728e-05	yes
XLOC_005813	XLOC_005813	TPT1-AS1	chr13:45915479-45965618	Normal	Disease	OK	3.98304	5.77458	0.535846	2.7165	0.00035	0.000526919	yes
XLOC_005824	XLOC_005824	CDADC1	chr13:49822046-49867622	Normal	Disease	OK	2.47647	3.61232	0.544642	3.21223	5e-05	7.96728e-05	yes
XLOC_005825	XLOC_005825	SETDB2	chr13:50018428-50069139	Normal	Disease	OK	2.84239	3.63401	0.354456	3.02352	5e-05	7.96728e-05	yes
XLOC_005826	XLOC_005826	PHF11	chr13:50069800-50103117	Normal	Disease	OK	20.0615	33.8198	0.753439	8.84156	5e-05	7.96728e-05	yes
XLOC_005830	XLOC_005830	DLEU1	chr13:50556687-50699677	Normal	Disease	OK	5.11888	7.43036	0.537602	2.19993	0.0019	0.00268313	yes
XLOC_005841	XLOC_005841	HNRNPA1L2	chr13:53191604-53217919	Normal	Disease	OK	8.66739	10.4013	0.263095	2.30691	0.00095	0.00137913	yes
XLOC_005842	XLOC_005842	SUGT1	chr13:53226830-53262433	Normal	Disease	OK	9.20449	11.0881	0.268608	2.07758	0.003	0.00415303	yes
XLOC_005850	XLOC_005850	PCDH17	chr13:58205788-58303065	Normal	Disease	OK	1.58088	2.32256	0.554985	4.27063	5e-05	7.96728e-05	yes
XLOC_005851	XLOC_005851	TDRD3	chr13:60970590-61148013	Normal	Disease	OK	6.00259	8.2745	0.463088	3.79625	5e-05	7.96728e-05	yes
XLOC_005858	XLOC_005858	UCHL3	chr13:76123926-76180068	Normal	Disease	OK	18.346	31.2403	0.767947	6.02948	5e-05	7.96728e-05	yes
XLOC_005868	XLOC_005868	MIR17HG	chr13:92000073-92006829	Normal	Disease	OK	0.346816	4.35689	3.65106	8.14945	5e-05	7.96728e-05	yes
XLOC_005874	XLOC_005874	HS6ST3	chr13:96743092-97491816	Normal	Disease	OK	0.39842	1.70503	2.09744	9.32298	5e-05	7.96728e-05	yes
XLOC_005875	XLOC_005875	MBNL2	chr13:97874573-98046374	Normal	Disease	OK	15.5558	17.4001	0.161648	2.68107	0.0001	0.000156483	yes
XLOC_005884	XLOC_005884	CLYBL	chr13:100258918-100549388	Normal	Disease	OK	1.20053	1.76146	0.553107	3.12335	5e-05	7.96728e-05	yes
XLOC_005888	XLOC_005888	ITGBL1	chr13:102104965-102368794	Normal	Disease	OK	2.05936	3.41671	0.730416	3.58267	5e-05	7.96728e-05	yes
XLOC_005890	XLOC_005890	TPP2	chr13:103249285-103331523	Normal	Disease	OK	8.80987	9.65974	0.132864	1.72888	0.01465	0.018931	yes
XLOC_005891	XLOC_005891	BIVM,BIVM-ERCC5,ERCC5	chr13:103436630-103528351	Normal	Disease	OK	20.4407	31.6047	0.628698	11.7838	5e-05	7.96728e-05	yes
XLOC_005895	XLOC_005895	ABHD13	chr13:108870762-108886603	Normal	Disease	OK	2.88618	3.8159	0.402859	3.31066	5e-05	7.96728e-05	yes
XLOC_005896	XLOC_005896	TNFSF13B	chr13:108921976-108960832	Normal	Disease	OK	1.7853	4.08654	1.19471	5.90683	5e-05	7.96728e-05	yes
XLOC_005898	XLOC_005898	COL4A2	chr13:110959630-111165373	Normal	Disease	OK	47.8985	51.1137	0.093728	3.28658	5e-05	7.96728e-05	yes
XLOC_005899	XLOC_005899	CARKD	chr13:111267806-111292342	Normal	Disease	OK	29.532	41.6849	0.497246	8.68738	5e-05	7.96728e-05	yes
XLOC_005900	XLOC_005900	ING1	chr13:111365082-111373421	Normal	Disease	OK	14.7978	34.3617	1.21541	16.0097	5e-05	7.96728e-05	yes
XLOC_005902	XLOC_005902	TEX29	chr13:111973014-111996594	Normal	Disease	OK	0.344929	1.58189	2.19727	2.11268	0.01275	0.0165755	yes
XLOC_005910	XLOC_005910	PROZ	chr13:113812967-113826698	Normal	Disease	OK	0.0694138	0.749534	3.4327	2.10948	0.0281	0.0351636	yes
XLOC_005917	XLOC_005917	FLJ41484	chr13:114523521-114567046	Normal	Disease	OK	0.251482	2.64136	3.39275	8.12816	5e-05	7.96728e-05	yes
XLOC_005920	XLOC_005920	CDC16	chr13:115000361-115038150	Normal	Disease	OK	25.5379	39.5468	0.630922	9.96707	5e-05	7.96728e-05	yes
XLOC_005921	XLOC_005921	UPF3A	chr13:115047058-115071291	Normal	Disease	OK	14.2388	37.4544	1.39531	18.2812	5e-05	7.96728e-05	yes
XLOC_005929	XLOC_005929	ZMYM5	chr13:20397623-20437776	Normal	Disease	OK	4.79988	7.93323	0.72491	5.47153	5e-05	7.96728e-05	yes
XLOC_005935	XLOC_005935	N6AMT2	chr13:21303072-21348057	Normal	Disease	OK	12.0446	18.4109	0.61218	3.89441	5e-05	7.96728e-05	yes
XLOC_005940	XLOC_005940	EFHA1	chr13:22066827-22178355	Normal	Disease	OK	17.976	30.0107	0.739406	9.3002	5e-05	7.96728e-05	yes
XLOC_005942	XLOC_005942	SACS	chr13:23902964-24007841	Normal	Disease	OK	1.37218	1.76357	0.362023	3.55995	5e-05	7.96728e-05	yes
XLOC_005943	XLOC_005943	MIPEP	chr13:24304327-24471125	Normal	Disease	OK	28.0107	62.7816	1.16436	20.4202	5e-05	7.96728e-05	yes
XLOC_005944	XLOC_005944	C1QTNF9B	chr13:24304327-24471125	Normal	Disease	OK	1.70993	10.7072	2.64657	7.29867	5e-05	7.96728e-05	yes
XLOC_005946	XLOC_005946	CENPJ	chr13:25456411-25497085	Normal	Disease	OK	1.09895	2.30361	1.06777	5.85295	5e-05	7.96728e-05	yes
XLOC_005953	XLOC_005953	USP12	chr13:27640286-27746033	Normal	Disease	OK	6.28409	8.20974	0.385632	4.30393	5e-05	7.96728e-05	yes
XLOC_005954	XLOC_005954	MTIF3	chr13:27998680-28024739	Normal	Disease	OK	30.5223	99.3755	1.70303	21.2829	5e-05	7.96728e-05	yes
XLOC_005959	XLOC_005959	PAN3-AS1	chr13:28710979-28869475	Normal	Disease	OK	1.12695	1.67316	0.57015	1.83959	0.0113	0.0147559	yes
XLOC_005966	XLOC_005966	LINC00426	chr13:30914406-30948036	Normal	Disease	OK	0.128966	0.588991	2.19125	2.10689	0.01275	0.0165755	yes
XLOC_005967	XLOC_005967	HMGB1	chr13:31032878-31040081	Normal	Disease	OK	44.8196	102.535	1.19392	34.3874	5e-05	7.96728e-05	yes
XLOC_005969	XLOC_005969	HSPH1	chr13:31710762-31736117	Normal	Disease	OK	23.2855	53.218	1.19248	25.568	5e-05	7.96728e-05	yes
XLOC_005972	XLOC_005972	N4BP2L2	chr13:33006929-33112936	Normal	Disease	OK	21.9708	48.6246	1.1461	19.6344	5e-05	7.96728e-05	yes
XLOC_005973	XLOC_005973	CG030	chr13:33006929-33112936	Normal	Disease	OK	0.414018	1.18121	1.51249	5.15774	5e-05	7.96728e-05	yes
XLOC_005983	XLOC_005983	POSTN	chr13:38136718-38172981	Normal	Disease	OK	6.29526	7.39238	0.231772	2.08927	0.00235	0.00328603	yes
XLOC_005993	XLOC_005993	MRPS31	chr13:41303431-41345347	Normal	Disease	OK	9.01996	11.7296	0.37896	2.60098	0.00045	0.000672419	yes
XLOC_005994	XLOC_005994	LOC100616668,SUGT1P3	chr13:41363546-41495910	Normal	Disease	OK	1.05806	1.50848	0.511678	1.5623	0.03565	0.0440189	yes
XLOC_005998	XLOC_005998	MTRF1	chr13:41790515-41837713	Normal	Disease	OK	2.2083	4.49589	1.02567	5.01531	5e-05	7.96728e-05	yes
XLOC_006002	XLOC_006002	CCDC122	chr13:44410488-44468068	Normal	Disease	OK	2.21052	3.46286	0.647581	2.87682	0.00015	0.000231891	yes
XLOC_006012	XLOC_006012	ZC3H13	chr13:46536313-46626894	Normal	Disease	OK	27.1727	56.9484	1.0675	32.6963	5e-05	7.96728e-05	yes
XLOC_006015	XLOC_006015	KIAA0226L	chr13:46916136-46961635	Normal	Disease	OK	1.67239	3.42669	1.03491	6.09383	5e-05	7.96728e-05	yes
XLOC_006018	XLOC_006018	SUCLA2	chr13:48516790-48575462	Normal	Disease	OK	8.05408	10.3283	0.35881	3.04999	0.0001	0.000156483	yes
XLOC_006020	XLOC_006020	LPAR6	chr13:48877882-49056026	Normal	Disease	OK	26.831	45.0753	0.748436	12.4321	5e-05	7.96728e-05	yes
XLOC_006034	XLOC_006034	DHRS12	chr13:52342130-52378293	Normal	Disease	OK	8.75313	9.92013	0.18056	1.45027	0.0364	0.0449013	yes
XLOC_006038	XLOC_006038	NEK3	chr13:52706778-52733996	Normal	Disease	OK	5.37507	10.2839	0.936026	7.33281	5e-05	7.96728e-05	yes
XLOC_006039	XLOC_006039	THSD1P1	chr13:52741846-52768602	Normal	Disease	OK	2.08128	4.79124	1.20293	7.52298	5e-05	7.96728e-05	yes
XLOC_006048	XLOC_006048	PCDH9	chr13:66876965-67804468	Normal	Disease	OK	1.6502	2.0607	0.3205	2.1193	0.0024	0.00335226	yes
XLOC_006049	XLOC_006049	LINC00550	chr13:69435416-69459457	Normal	Disease	OK	0	0.994462	inf	-nan	5e-05	7.96728e-05	yes
XLOC_006052	XLOC_006052	MZT1	chr13:73282494-73301938	Normal	Disease	OK	3.19253	4.41986	0.469298	2.7298	0.00025	0.000379973	yes
XLOC_006053	XLOC_006053	DIS3	chr13:73302041-73590591	Normal	Disease	OK	4.80218	6.3878	0.41163	5.1715	5e-05	7.96728e-05	yes
XLOC_006057	XLOC_006057	COMMD6	chr13:76099349-76111991	Normal	Disease	OK	61.5227	65.4028	0.0882326	1.61102	0.01445	0.0186868	yes
XLOC_006068	XLOC_006068	SLITRK6	chr13:86366921-86373483	Normal	Disease	OK	2.42591	4.30424	0.827232	5.87236	5e-05	7.96728e-05	yes
XLOC_006077	XLOC_006077	UGGT2	chr13:96453835-96705736	Normal	Disease	OK	1.88119	3.51447	0.901661	6.2167	5e-05	7.96728e-05	yes
XLOC_006079	XLOC_006079	RNF113B	chr13:98795433-99102023	Normal	Disease	OK	0.11381	0.882428	2.95485	2.61984	0.0105	0.013756	yes
XLOC_006085	XLOC_006085	GPR18	chr13:99848627-100058554	Normal	Disease	OK	0.387764	0.878401	1.1797	1.88046	0.01385	0.0179413	yes
XLOC_006086	XLOC_006086	GPR183	chr13:99848627-100058554	Normal	Disease	OK	10.1582	19.4017	0.933542	8.54521	5e-05	7.96728e-05	yes
XLOC_006088	XLOC_006088	A2LD1	chr13:100741268-101241046	Normal	Disease	OK	2.81081	3.8856	0.467151	2.55025	0.00055	0.000816324	yes
XLOC_006097	XLOC_006097	TEX30	chr13:103418462-103426149	Normal	Disease	OK	2.71939	3.89767	0.519327	1.82489	0.01095	0.0143148	yes
XLOC_006101	XLOC_006101	EFNB2	chr13:107142078-107187388	Normal	Disease	OK	30.6489	35.0329	0.192873	4.58767	5e-05	7.96728e-05	yes
XLOC_006102	XLOC_006102	ARGLU1	chr13:107195661-107220514	Normal	Disease	OK	52.3261	173.179	1.72666	39.1507	5e-05	7.96728e-05	yes
XLOC_006103	XLOC_006103	FAM155A	chr13:107820878-108519460	Normal	Disease	OK	1.15894	1.75818	0.601282	2.74274	0.00025	0.000379973	yes
XLOC_006104	XLOC_006104	LIG4	chr13:108859791-108870716	Normal	Disease	OK	2.0879	3.33045	0.673663	4.21173	5e-05	7.96728e-05	yes
XLOC_006105	XLOC_006105	IRS2	chr13:110406183-110438914	Normal	Disease	OK	31.4807	65.5255	1.05759	36.3702	5e-05	7.96728e-05	yes
XLOC_006108	XLOC_006108	CARS2	chr13:111293756-111358480	Normal	Disease	OK	22.84	33.5237	0.553618	7.52178	5e-05	7.96728e-05	yes
XLOC_006110	XLOC_006110	ANKRD10	chr13:111530886-111567416	Normal	Disease	OK	18.0361	33.3392	0.886333	13.1482	5e-05	7.96728e-05	yes
XLOC_006116	XLOC_006116	DCUN1D2	chr13:114110133-114145023	Normal	Disease	OK	4.23615	6.07535	0.520213	3.94325	5e-05	7.96728e-05	yes
XLOC_006122	XLOC_006122	POTEG	chr14:19553364-19584942	Normal	Disease	OK	1.14426	8.97902	2.97215	10.9695	5e-05	7.96728e-05	yes
XLOC_006136	XLOC_006136	PARP2	chr14:20811772-20826063	Normal	Disease	OK	10.5076	12.0995	0.203516	1.76342	0.0114	0.0148827	yes
XLOC_006147	XLOC_006147	METTL17	chr14:21457964-21465194	Normal	Disease	OK	14.3647	16.7347	0.220313	2.16981	0.00185	0.0026147	yes
XLOC_006159	XLOC_006159	MRPL52	chr14:23299091-23304246	Normal	Disease	OK	34.0809	44.9971	0.40087	4.79469	5e-05	7.96728e-05	yes
XLOC_006165	XLOC_006165	BCL2L2,BCL2L2-PABPN1,PABPN1	chr14:23775970-23795394	Normal	Disease	OK	93.0872	205.715	1.14399	34.4493	5e-05	7.96728e-05	yes
XLOC_006169	XLOC_006169	THTPA	chr14:23980968-24048009	Normal	Disease	OK	20.235	29.3187	0.534968	5.76677	5e-05	7.96728e-05	yes
XLOC_006171	XLOC_006171	DHRS4	chr14:24407939-24438488	Normal	Disease	OK	7.7891	10.9427	0.49044	3.04288	5e-05	7.96728e-05	yes
XLOC_006172	XLOC_006172	DHRS4L2	chr14:24439082-24475617	Normal	Disease	OK	17.4475	32.3971	0.89284	9.12687	5e-05	7.96728e-05	yes
XLOC_006178	XLOC_006178	FITM1	chr14:24600674-24602058	Normal	Disease	OK	0.60826	2.48389	2.02984	3.32128	0.00045	0.000672419	yes
XLOC_006179	XLOC_006179	PSME1	chr14:24605377-24610797	Normal	Disease	OK	232.588	263.29	0.178876	4.40762	5e-05	7.96728e-05	yes
XLOC_006181	XLOC_006181	IRF9	chr14:24630421-24635774	Normal	Disease	OK	76.3497	103.617	0.440572	10.2429	5e-05	7.96728e-05	yes
XLOC_006182	XLOC_006182	REC8	chr14:24641233-24658124	Normal	Disease	OK	3.95749	7.09377	0.841968	5.49266	5e-05	7.96728e-05	yes
XLOC_006187	XLOC_006187	NFATC4	chr14:24836144-24848810	Normal	Disease	OK	7.69382	9.2967	0.273018	3.49557	5e-05	7.96728e-05	yes
XLOC_006195	XLOC_006195	SCFD1	chr14:31091520-31205018	Normal	Disease	OK	14.0022	23.426	0.742459	8.56057	5e-05	7.96728e-05	yes
XLOC_006197	XLOC_006197	AP4S1	chr14:31363004-31565656	Normal	Disease	OK	4.10783	6.03285	0.554463	4.27923	5e-05	7.96728e-05	yes
XLOC_006198	XLOC_006198	NUBPL	chr14:32030590-32330429	Normal	Disease	OK	6.83626	8.43343	0.302913	2.74649	5e-05	7.96728e-05	yes
XLOC_006199	XLOC_006199	ARHGAP5	chr14:32546494-32628934	Normal	Disease	OK	8.95263	13.3465	0.576077	11.1754	5e-05	7.96728e-05	yes
XLOC_006204	XLOC_006204	FAM177A1	chr14:35514112-35552589	Normal	Disease	OK	18.4911	26.1274	0.498734	7.40783	5e-05	7.96728e-05	yes
