test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_007683	XLOC_007683	DECR2	chr16:451857-462487	Normal	Disease	OK	6.37882	10.8087	0.760836	5.13496	5e-05	7.96728e-05	yes
XLOC_007684	XLOC_007684	RAB11FIP3	chr16:475667-572481	Normal	Disease	OK	14.9977	16.7771	0.161761	2.27511	0.0013	0.00186362	yes
XLOC_007689	XLOC_007689	PIGQ	chr16:619967-634136	Normal	Disease	OK	12.2347	18.7555	0.616335	7.74882	5e-05	7.96728e-05	yes
XLOC_007691	XLOC_007691	WFIKKN1	chr16:681011-684116	Normal	Disease	OK	0.821819	2.64301	1.68529	5.06782	5e-05	7.96728e-05	yes
XLOC_007692	XLOC_007692	FAM195A	chr16:691848-698474	Normal	Disease	OK	15.5313	32.0832	1.04664	8.20399	5e-05	7.96728e-05	yes
XLOC_007693	XLOC_007693	WDR90	chr16:699362-717829	Normal	Disease	OK	2.76589	3.89794	0.49497	4.12547	5e-05	7.96728e-05	yes
XLOC_007694	XLOC_007694	RHOT2	chr16:718082-724174	Normal	Disease	OK	23.7866	29.8368	0.32694	5.20781	5e-05	7.96728e-05	yes
XLOC_007695	XLOC_007695	RHBDL1	chr16:726074-728267	Normal	Disease	OK	1.12012	4.92439	2.13629	6.80587	5e-05	7.96728e-05	yes
XLOC_007696	XLOC_007696	STUB1	chr16:730114-734439	Normal	Disease	OK	60.4568	90.841	0.587439	10.4294	5e-05	7.96728e-05	yes
XLOC_007697	XLOC_007697	METRN	chr16:765172-767480	Normal	Disease	OK	8.32985	12.3594	0.569249	3.4505	5e-05	7.96728e-05	yes
XLOC_007698	XLOC_007698	FAM173A	chr16:771157-776473	Normal	Disease	OK	8.39793	21.2563	1.33979	7.58231	5e-05	7.96728e-05	yes
XLOC_007699	XLOC_007699	HAGHL	chr16:777265-779715	Normal	Disease	OK	0.659275	3.2863	2.31751	5.18221	5e-05	7.96728e-05	yes
XLOC_007700	XLOC_007700	MSLN	chr16:810764-818865	Normal	Disease	OK	1.97791	2.73549	0.46782	1.94294	0.0054	0.0072933	yes
XLOC_007702	XLOC_007702	CHTF18	chr16:838621-850733	Normal	Disease	OK	1.27847	3.05143	1.25506	5.69974	5e-05	7.96728e-05	yes
XLOC_007704	XLOC_007704	SOX8	chr16:1031807-1036979	Normal	Disease	OK	0.711641	1.20658	0.761702	2.45275	0.00135	0.00193094	yes
XLOC_007712	XLOC_007712	TELO2	chr16:1543351-1662109	Normal	Disease	OK	6.21118	8.91474	0.521325	4.94974	5e-05	7.96728e-05	yes
XLOC_007716	XLOC_007716	MAPK8IP3	chr16:1756220-1820318	Normal	Disease	OK	7.48783	20.6135	1.46097	21.6651	5e-05	7.96728e-05	yes
XLOC_007718	XLOC_007718	EME2	chr16:1823228-1826239	Normal	Disease	OK	0.275474	0.980872	1.83215	2.28405	0.01295	0.0168198	yes
XLOC_007720	XLOC_007720	FAHD1	chr16:1877224-1922179	Normal	Disease	OK	20.9238	38.3989	0.875917	10.8979	5e-05	7.96728e-05	yes
XLOC_007721	XLOC_007721	NDUFB10	chr16:2009516-2011976	Normal	Disease	OK	157.257	229.619	0.546117	10.7768	5e-05	7.96728e-05	yes
XLOC_007722	XLOC_007722	SNHG9	chr16:2014996-2015505	Normal	Disease	OK	68.4509	135.133	0.981236	4.11571	5e-05	7.96728e-05	yes
XLOC_007726	XLOC_007726	GFER	chr16:2034149-2037750	Normal	Disease	OK	8.69458	10.8112	0.314335	2.93368	5e-05	7.96728e-05	yes
XLOC_007728	XLOC_007728	NPW	chr16:2069520-2070756	Normal	Disease	OK	0	1.72052	inf	-nan	5e-05	7.96728e-05	yes
XLOC_007729	XLOC_007729	SLC9A3R2	chr16:2076868-2089027	Normal	Disease	OK	75.2448	96.1537	0.35375	8.29551	5e-05	7.96728e-05	yes
XLOC_007730	XLOC_007730	TSC2	chr16:2097989-2185899	Normal	Disease	OK	20.4071	21.435	0.0708939	1.43014	0.032	0.0397762	yes
XLOC_007939	XLOC_007939	KIAA0664L3	chr16:31711933-31718745	Normal	Disease	OK	2.78865	3.68499	0.402092	1.81818	0.0101	0.0132559	yes
XLOC_007945	XLOC_007945	LOC283914	chr16:34597786-34626084	Normal	Disease	OK	0	0.896731	inf	-nan	5e-05	7.96728e-05	yes
XLOC_007949	XLOC_007949	PHKB	chr16:47495209-47735434	Normal	Disease	OK	17.3002	20.528	0.246803	4.62945	5e-05	7.96728e-05	yes
XLOC_007951	XLOC_007951	LONP2	chr16:48274602-48420559	Normal	Disease	OK	37.0285	39.4594	0.0917336	2.06489	0.0011	0.00158661	yes
XLOC_007952	XLOC_007952	LOC100507577	chr16:48274602-48420559	Normal	Disease	OK	10.7854	60.6406	2.49121	28.5791	5e-05	7.96728e-05	yes
XLOC_007956	XLOC_007956	PAPD5	chr16:50186828-50269219	Normal	Disease	OK	4.24404	6.66469	0.6511	8.17028	5e-05	7.96728e-05	yes
XLOC_007961	XLOC_007961	CHD9	chr16:53088944-53361414	Normal	Disease	OK	5.85809	16.6387	1.50604	30.1224	5e-05	7.96728e-05	yes
XLOC_007964	XLOC_007964	IRX5	chr16:54965110-54968395	Normal	Disease	OK	6.19969	8.8082	0.506652	3.7274	5e-05	7.96728e-05	yes
XLOC_007977	XLOC_007977	MT2A	chr16:56642477-56643409	Normal	Disease	OK	205.881	349.435	0.763213	11.9658	5e-05	7.96728e-05	yes
XLOC_007979	XLOC_007979	MT1E	chr16:56659584-56661024	Normal	Disease	OK	115.92	220.491	0.927584	13.0865	5e-05	7.96728e-05	yes
XLOC_007980	XLOC_007980	MT1M	chr16:56666533-56667898	Normal	Disease	OK	52.115	106.218	1.02725	8.70263	5e-05	7.96728e-05	yes
XLOC_007982	XLOC_007982	MT1A	chr16:56672577-56673999	Normal	Disease	OK	6.61008	12.9293	0.9679	2.63034	0.00085	0.00123951	yes
XLOC_007985	XLOC_007985	MT1F	chr16:56691854-56693215	Normal	Disease	OK	104.705	351.975	1.74914	22.7219	5e-05	7.96728e-05	yes
XLOC_007988	XLOC_007988	MT1X	chr16:56716381-56718108	Normal	Disease	OK	67.1974	101.352	0.592894	4.98956	5e-05	7.96728e-05	yes
XLOC_007989	XLOC_007989	NUP93	chr16:56764016-56878861	Normal	Disease	OK	18.8174	24.1134	0.35777	5.35441	5e-05	7.96728e-05	yes
XLOC_008014	XLOC_008014	SETD6	chr16:58549382-58663750	Normal	Disease	OK	7.68167	16.8291	1.13146	10.921	5e-05	7.96728e-05	yes
XLOC_008017	XLOC_008017	BEAN1	chr16:66461199-66527432	Normal	Disease	OK	0.140258	0.621552	2.1478	1.85579	0.01765	0.0226007	yes
XLOC_008022	XLOC_008022	PDP2	chr16:66914382-66925002	Normal	Disease	OK	5.05678	6.18731	0.291094	3.61396	5e-05	7.96728e-05	yes
XLOC_008023	XLOC_008023	CES2	chr16:66968346-66978994	Normal	Disease	OK	22.7738	34.5632	0.601864	11.6415	5e-05	7.96728e-05	yes
XLOC_008025	XLOC_008025	CES4A	chr16:67022491-67043659	Normal	Disease	OK	2.76798	6.17307	1.15716	6.2078	5e-05	7.96728e-05	yes
XLOC_008028	XLOC_008028	FBXL8,HSF4	chr16:67193890-67203848	Normal	Disease	OK	8.19008	28.4856	1.79828	18.5389	5e-05	7.96728e-05	yes
XLOC_008029	XLOC_008029	NOL3	chr16:67204404-67217883	Normal	Disease	OK	20.0702	39.4742	0.975858	11.7043	5e-05	7.96728e-05	yes
XLOC_008031	XLOC_008031	ELMO3	chr16:67233027-67237927	Normal	Disease	OK	9.08843	14.2068	0.64448	6.45889	5e-05	7.96728e-05	yes
XLOC_008032	XLOC_008032	TMEM208	chr16:67261015-67263182	Normal	Disease	OK	24.7174	28.5679	0.208872	1.68626	0.01765	0.0226007	yes
XLOC_008033	XLOC_008033	SLC9A5	chr16:67282854-67306094	Normal	Disease	OK	0.063798	0.592438	3.21508	3.94142	0.0043	0.00586584	yes
XLOC_008039	XLOC_008039	RLTPR	chr16:67679029-67694718	Normal	Disease	OK	0.369251	0.822066	1.15465	3.3952	5e-05	7.96728e-05	yes
XLOC_008040	XLOC_008040	PARD6A	chr16:67694850-67696681	Normal	Disease	OK	5.9735	10.4943	0.812958	4.61576	5e-05	7.96728e-05	yes
XLOC_008041	XLOC_008041	C16orf86	chr16:67700716-67702661	Normal	Disease	OK	2.37953	3.95467	0.732879	2.6359	0.00055	0.000816324	yes
XLOC_008042	XLOC_008042	TSNAXIP1	chr16:67841009-67861971	Normal	Disease	OK	0.300435	0.897252	1.57846	3.19303	0.0007	0.00102874	yes
XLOC_008044	XLOC_008044	NUTF2	chr16:67862059-67905219	Normal	Disease	OK	128.818	174.408	0.437134	8.27495	5e-05	7.96728e-05	yes
XLOC_008046	XLOC_008046	NRN1L	chr16:67918780-67920271	Normal	Disease	OK	0.806495	2.01974	1.32444	1.74936	0.024	0.0302866	yes
XLOC_008048	XLOC_008048	DUS2L	chr16:68055176-68113184	Normal	Disease	OK	4.08296	5.26655	0.367243	2.07558	0.0035	0.00481329	yes
XLOC_008051	XLOC_008051	SLC7A6	chr16:68298418-68344868	Normal	Disease	OK	6.30708	9.23341	0.549892	7.05709	5e-05	7.96728e-05	yes
XLOC_008052	XLOC_008052	PRMT7	chr16:68344876-68391169	Normal	Disease	OK	12.4726	15.2922	0.294042	3.13993	5e-05	7.96728e-05	yes
XLOC_008053	XLOC_008053	ZFP90	chr16:68573660-68601039	Normal	Disease	OK	10.6803	13.5402	0.342299	4.88425	5e-05	7.96728e-05	yes
XLOC_008059	XLOC_008059	SNTB2	chr16:69221049-69342955	Normal	Disease	OK	9.69415	17.5536	0.856576	19.0116	5e-05	7.96728e-05	yes
XLOC_008063	XLOC_008063	NFAT5	chr16:69599868-69738569	Normal	Disease	OK	10.8251	12.2086	0.173517	3.72993	5e-05	7.96728e-05	yes
XLOC_008249	XLOC_008249	TRAP1	chr16:3702939-3767598	Normal	Disease	OK	42.0658	64.7475	0.622176	11.9568	5e-05	7.96728e-05	yes
XLOC_008253	XLOC_008253	LOC100507501	chr16:4295825-4303790	Normal	Disease	OK	1.04419	2.40255	1.20218	3.98897	5e-05	7.96728e-05	yes
XLOC_008255	XLOC_008255	CORO7,CORO7-PAM16,PAM16	chr16:4390251-4466962	Normal	Disease	OK	22.8448	53.4479	1.22627	9.69408	5e-05	7.96728e-05	yes
XLOC_008256	XLOC_008256	NMRAL1	chr16:4511694-4560348	Normal	Disease	OK	44.9118	98.1336	1.12765	18.2675	5e-05	7.96728e-05	yes
XLOC_008258	XLOC_008258	FAM100A	chr16:4658883-4664927	Normal	Disease	OK	22.9618	42.9231	0.902517	10.9882	5e-05	7.96728e-05	yes
XLOC_008259	XLOC_008259	ANKS3	chr16:4746510-4799397	Normal	Disease	OK	4.89101	9.68551	0.985695	7.52339	5e-05	7.96728e-05	yes
XLOC_008262	XLOC_008262	ROGDI	chr16:4846968-4852674	Normal	Disease	OK	33.6355	39.9859	0.249505	3.42983	5e-05	7.96728e-05	yes
XLOC_008265	XLOC_008265	NAGPA	chr16:5074844-5092972	Normal	Disease	OK	4.20604	5.75242	0.451707	2.83084	0.0002	0.000306269	yes
XLOC_008266	XLOC_008266	C16orf89	chr16:5094122-5116146	Normal	Disease	OK	4.57577	6.71684	0.55377	3.04834	0.0001	0.000156483	yes
XLOC_008267	XLOC_008267	FAM86A	chr16:5121809-5147789	Normal	Disease	OK	7.87932	11.6003	0.558015	4.43856	5e-05	7.96728e-05	yes
XLOC_008275	XLOC_008275	FAM18A	chr16:10837697-10912621	Normal	Disease	OK	0.804208	1.23847	0.622916	2.17988	0.0032	0.00441746	yes
XLOC_008277	XLOC_008277	SOCS1	chr16:11348273-11350039	Normal	Disease	OK	5.74947	7.0765	0.299607	1.55369	0.03185	0.0395962	yes
XLOC_008285	XLOC_008285	BCAR4	chr16:11913691-11922689	Normal	Disease	OK	0	0.625562	inf	-nan	5e-05	7.96728e-05	yes
XLOC_008286	XLOC_008286	RSL1D1	chr16:11928054-11945442	Normal	Disease	OK	37.3032	52.525	0.493704	14.6992	5e-05	7.96728e-05	yes
XLOC_008304	XLOC_008304	ARL6IP1	chr16:18802990-18812857	Normal	Disease	OK	58.6566	62.5644	0.0930481	2.11801	0.00225	0.0031517	yes
XLOC_008306	XLOC_008306	GDE1	chr16:19513014-19533450	Normal	Disease	OK	56.2517	82.4407	0.551461	15.1721	5e-05	7.96728e-05	yes
XLOC_008307	XLOC_008307	C16orf88	chr16:19717673-19868859	Normal	Disease	OK	15.1095	38.3227	1.34274	16.2345	5e-05	7.96728e-05	yes
XLOC_008314	XLOC_008314	ACSM1	chr16:20634558-20702578	Normal	Disease	OK	11.5018	27.5068	1.25793	13.9366	5e-05	7.96728e-05	yes
XLOC_008315	XLOC_008315	THUMPD1	chr16:20744988-20753199	Normal	Disease	OK	20.8498	39.7912	0.932413	20.3283	5e-05	7.96728e-05	yes
XLOC_008316	XLOC_008316	ERI2	chr16:20775311-20860990	Normal	Disease	OK	2.55899	6.68678	1.38574	8.73583	5e-05	7.96728e-05	yes
XLOC_008317	XLOC_008317	DCUN1D3	chr16:20869395-20936328	Normal	Disease	OK	5.68873	7.16821	0.333507	2.73475	0.0001	0.000156483	yes
XLOC_008321	XLOC_008321	NPIPL3	chr16:21413454-21436658	Normal	Disease	OK	1.46329	7.12665	2.28401	13.2875	5e-05	7.96728e-05	yes
XLOC_008324	XLOC_008324	SLC7A5P2	chr16:21529229-21531765	Normal	Disease	OK	0.654934	6.74321	3.36401	11.3181	5e-05	7.96728e-05	yes
XLOC_008528	XLOC_008528	ZFHX3	chr16:72816785-73092534	Normal	Disease	OK	20.7205	22.4571	0.116116	3.3339	5e-05	7.96728e-05	yes
XLOC_008533	XLOC_008533	MLKL	chr16:74705752-74734789	Normal	Disease	OK	3.62917	11.2924	1.63764	11.2572	5e-05	7.96728e-05	yes
XLOC_008535	XLOC_008535	WDR59	chr16:74907470-75019017	Normal	Disease	OK	10.6664	14.513	0.444281	5.84166	5e-05	7.96728e-05	yes
XLOC_008536	XLOC_008536	LDHD	chr16:75145757-75150670	Normal	Disease	OK	7.22169	11.1607	0.628022	5.02466	5e-05	7.96728e-05	yes
XLOC_008539	XLOC_008539	CFDP1	chr16:75327607-75467387	Normal	Disease	OK	31.272	52.9335	0.759309	9.988	5e-05	7.96728e-05	yes
XLOC_008544	XLOC_008544	ADAT1	chr16:75632246-75657221	Normal	Disease	OK	8.51361	14.2406	0.742162	8.78741	5e-05	7.96728e-05	yes
XLOC_008549	XLOC_008549	CMC2	chr16:81009698-81066709	Normal	Disease	OK	42.8181	75.2155	0.812811	8.67371	5e-05	7.96728e-05	yes
XLOC_008551	XLOC_008551	GCSH	chr16:81115551-81129980	Normal	Disease	OK	1.01832	1.57488	0.629041	1.55725	0.02495	0.0314204	yes
XLOC_008554	XLOC_008554	MPHOSPH6	chr16:82181766-82203829	Normal	Disease	OK	8.84082	13.7161	0.633619	4.01	5e-05	7.96728e-05	yes
XLOC_008558	XLOC_008558	TAF1C	chr16:84178864-84220676	Normal	Disease	OK	6.41523	16.4804	1.36118	15.4768	5e-05	7.96728e-05	yes
XLOC_008571	XLOC_008571	MTHFSD	chr16:86563781-86588841	Normal	Disease	OK	5.62527	8.12778	0.530939	4.58456	5e-05	7.96728e-05	yes
XLOC_008572	XLOC_008572	C16orf95	chr16:87336403-87351026	Normal	Disease	OK	0.746167	2.19667	1.55775	2.79713	0.00045	0.000672419	yes
XLOC_008575	XLOC_008575	KLHDC4	chr16:87741417-87799598	Normal	Disease	OK	7.42656	12.0181	0.694443	5.47107	5e-05	7.96728e-05	yes
XLOC_008578	XLOC_008578	CYBA	chr16:88709696-88717492	Normal	Disease	OK	90.9661	117.363	0.367581	5.49888	5e-05	7.96728e-05	yes
XLOC_008581	XLOC_008581	RNF166	chr16:88762902-88772829	Normal	Disease	OK	8.71096	14.4445	0.729617	6.12196	5e-05	7.96728e-05	yes
XLOC_008584	XLOC_008584	APRT	chr16:88875876-88878342	Normal	Disease	OK	134.997	213.742	0.66295	12.421	5e-05	7.96728e-05	yes
XLOC_008589	XLOC_008589	ANKRD11	chr16:89334028-89556969	Normal	Disease	OK	23.756	47.1853	0.990042	22.7054	5e-05	7.96728e-05	yes
XLOC_008591	XLOC_008591	SPATA2L	chr16:89753075-89768121	Normal	Disease	OK	7.96782	9.90701	0.314265	2.7214	5e-05	7.96728e-05	yes
XLOC_008592	XLOC_008592	C16orf7	chr16:89773540-89883065	Normal	Disease	OK	5.36338	8.28645	0.62761	5.09144	5e-05	7.96728e-05	yes
XLOC_008594	XLOC_008594	CENPBD1	chr16:90036182-90067195	Normal	Disease	OK	7.58283	9.93615	0.38995	3.83156	5e-05	7.96728e-05	yes
XLOC_008595	XLOC_008595	DBNDD1	chr16:90071278-90085937	Normal	Disease	OK	9.1075	17.3026	0.92586	8.84442	5e-05	7.96728e-05	yes
XLOC_008607	XLOC_008607	LOC100306951	chr17:1420212-1466110	Normal	Disease	OK	25.5612	31.2906	0.291773	1.87967	0.0072	0.00959098	yes
XLOC_008612	XLOC_008612	DPH1,OVCA2	chr17:1933430-1946725	Normal	Disease	OK	48.7741	82.7845	0.763245	11.8307	5e-05	7.96728e-05	yes
XLOC_008615	XLOC_008615	SGSM2	chr17:2240805-2284348	Normal	Disease	OK	24.7709	33.0918	0.417826	9.07253	5e-05	7.96728e-05	yes
XLOC_008624	XLOC_008624	CTNS	chr17:3539761-3599698	Normal	Disease	OK	6.03378	7.11932	0.238677	2.4332	0.0005	0.000744287	yes
XLOC_008625	XLOC_008625	TMEM93	chr17:3539761-3599698	Normal	Disease	OK	30.2076	43.9413	0.540669	4.52924	5e-05	7.96728e-05	yes
XLOC_008627	XLOC_008627	CYB5D2	chr17:4046461-4060995	Normal	Disease	OK	17.6002	23.0209	0.387349	3.93767	5e-05	7.96728e-05	yes
XLOC_008631	XLOC_008631	ARRB2	chr17:4613788-4624795	Normal	Disease	OK	19.4266	27.1811	0.48457	5.92489	5e-05	7.96728e-05	yes
XLOC_008633	XLOC_008633	ZMYND15	chr17:4643318-4649410	Normal	Disease	OK	1.54612	2.63285	0.767971	3.16048	5e-05	7.96728e-05	yes
XLOC_008636	XLOC_008636	PSMB6	chr17:4699456-4701790	Normal	Disease	OK	109.744	154.131	0.490014	8.99045	5e-05	7.96728e-05	yes
XLOC_008641	XLOC_008641	RNF167	chr17:4843629-4848517	Normal	Disease	OK	87.837	98.563	0.166217	4.01124	5e-05	7.96728e-05	yes
XLOC_008642	XLOC_008642	ENO3	chr17:4854383-4860426	Normal	Disease	OK	0.800799	4.16409	2.37849	5.9219	5e-05	7.96728e-05	yes
XLOC_008647	XLOC_008647	RABEP1	chr17:5185557-5289132	Normal	Disease	OK	19.2083	20.3407	0.0826391	1.55928	0.0159	0.0204613	yes
XLOC_008648	XLOC_008648	RPAIN	chr17:5289345-5342471	Normal	Disease	OK	14.1689	51.6437	1.86586	20.4227	5e-05	7.96728e-05	yes
XLOC_008653	XLOC_008653	TXNDC17	chr17:6481644-6554954	Normal	Disease	OK	12.042	14.1682	0.234578	2.25736	0.0013	0.00186362	yes
XLOC_008657	XLOC_008657	XAF1	chr17:6659155-6678964	Normal	Disease	OK	10.4349	71.9375	2.78533	42.8851	5e-05	7.96728e-05	yes
XLOC_008661	XLOC_008661	RNASEK-C17ORF49	chr17:6915735-6922973	Normal	Disease	OK	191.098	266.4	0.479284	15.6816	5e-05	7.96728e-05	yes
XLOC_008664	XLOC_008664	ACADVL	chr17:7093209-7128585	Normal	Disease	OK	88.2489	208.273	1.23883	33.4901	5e-05	7.96728e-05	yes
XLOC_008665	XLOC_008665	C17orf81	chr17:7155371-7166512	Normal	Disease	OK	33.4109	41.8692	0.325572	4.37595	5e-05	7.96728e-05	yes
XLOC_008666	XLOC_008666	SLC2A4	chr17:7185053-7191367	Normal	Disease	OK	7.12093	8.71849	0.292012	2.83465	5e-05	7.96728e-05	yes
XLOC_008667	XLOC_008667	EIF5A	chr17:7210317-7215782	Normal	Disease	OK	202.947	375.206	0.886578	27.9412	5e-05	7.96728e-05	yes
XLOC_008668	XLOC_008668	ACAP1	chr17:7239847-7254793	Normal	Disease	OK	3.43108	8.31237	1.2766	8.67189	5e-05	7.96728e-05	yes
XLOC_008672	XLOC_008672	NLGN2	chr17:7311501-7323179	Normal	Disease	OK	12.6337	20.2884	0.683374	11.486	5e-05	7.96728e-05	yes
XLOC_008681	XLOC_008681	EIF4A1,SENP3,SENP3-EIF4A1	chr17:7465308-7482324	Normal	Disease	OK	213.848	236.264	0.143816	4.61871	5e-05	7.96728e-05	yes
XLOC_008692	XLOC_008692	KDM6B	chr17:7743234-7758118	Normal	Disease	OK	15.8385	22.9347	0.5341	11.9787	5e-05	7.96728e-05	yes
XLOC_008693	XLOC_008693	TMEM88	chr17:7758383-7759417	Normal	Disease	OK	5.77515	16.4998	1.51451	7.33388	5e-05	7.96728e-05	yes
XLOC_008697	XLOC_008697	CNTROB	chr17:7835441-7853237	Normal	Disease	OK	8.50798	9.73413	0.194236	2.26717	0.00105	0.00151794	yes
XLOC_008712	XLOC_008712	C17orf48	chr17:10600926-10614875	Normal	Disease	OK	9.03255	19.4583	1.10718	9.04147	5e-05	7.96728e-05	yes
XLOC_008714	XLOC_008714	DNAH9	chr17:11501747-11873065	Normal	Disease	OK	0.367048	0.735474	1.00271	2.4915	0.00105	0.00151794	yes
XLOC_008715	XLOC_008715	MAP2K4	chr17:11924134-12047051	Normal	Disease	OK	13.4693	15.9176	0.240947	3.356	5e-05	7.96728e-05	yes
XLOC_008725	XLOC_008725	ZNF286A	chr17:15602890-15624100	Normal	Disease	OK	2.1215	3.11903	0.556013	4.05476	5e-05	7.96728e-05	yes
XLOC_008730	XLOC_008730	TTC19	chr17:15879874-15932723	Normal	Disease	OK	20.4025	30.5252	0.581255	9.89961	5e-05	7.96728e-05	yes
XLOC_008731	XLOC_008731	PIGL	chr17:16120508-16229573	Normal	Disease	OK	2.38625	6.76789	1.50396	5.50242	5e-05	7.96728e-05	yes
XLOC_008735	XLOC_008735	C17orf76-AS1,SNORD49B	chr17:16342300-16395480	Normal	Disease	OK	611.998	783.533	0.356469	14.2183	5e-05	7.96728e-05	yes
XLOC_008742	XLOC_008742	NT5M	chr17:17206679-17250977	Normal	Disease	OK	1.67776	5.14396	1.61635	6.08897	5e-05	7.96728e-05	yes
XLOC_008746	XLOC_008746	LRRC48	chr17:17876126-17920189	Normal	Disease	OK	2.89024	5.03547	0.800935	4.17465	5e-05	7.96728e-05	yes
XLOC_008748	XLOC_008748	DRG2	chr17:17991180-18011299	Normal	Disease	OK	23.5136	27.1662	0.208314	2.83986	5e-05	7.96728e-05	yes
XLOC_008757	XLOC_008757	TRIM16L	chr17:18625401-18639431	Normal	Disease	OK	2.84719	3.84759	0.43442	2.1313	0.0028	0.00388781	yes
XLOC_008759	XLOC_008759	FAM18B1	chr17:18684581-18710026	Normal	Disease	OK	11.1207	12.5585	0.175411	1.53732	0.03065	0.0381729	yes
XLOC_008763	XLOC_008763	EPN2	chr17:19140689-19240028	Normal	Disease	OK	17.7605	19.8503	0.160487	2.69106	5e-05	7.96728e-05	yes
XLOC_008765	XLOC_008765	RNF112	chr17:19314490-19320589	Normal	Disease	OK	1.51821	3.60416	1.24729	6.36063	5e-05	7.96728e-05	yes
XLOC_008769	XLOC_008769	SPECC1	chr17:19912648-20218072	Normal	Disease	OK	7.90024	11.7265	0.569807	6.67975	5e-05	7.96728e-05	yes
XLOC_008778	XLOC_008778	WSB1	chr17:25621105-25640645	Normal	Disease	OK	45.5574	197.725	2.11774	52.1974	5e-05	7.96728e-05	yes
XLOC_008993	XLOC_008993	CDK5RAP3	chr17:46048428-46059147	Normal	Disease	OK	44.2896	91.4375	1.04582	21.3245	5e-05	7.96728e-05	yes
XLOC_008997	XLOC_008997	HOXB-AS5	chr17:46800541-46802119	Normal	Disease	OK	28.344	57.9426	1.03158	7.76956	5e-05	7.96728e-05	yes
XLOC_008999	XLOC_008999	ATP5G1	chr17:46970147-46973232	Normal	Disease	OK	109.256	177.879	0.70319	9.92492	5e-05	7.96728e-05	yes
XLOC_009008	XLOC_009008	FLJ45513	chr17:47915670-47926199	Normal	Disease	OK	0.449255	2.27604	2.34092	5.65013	5e-05	7.96728e-05	yes
XLOC_009017	XLOC_009017	RSAD1	chr17:48556189-48563336	Normal	Disease	OK	10.2158	18.3779	0.847163	9.46072	5e-05	7.96728e-05	yes
XLOC_009020	XLOC_009020	SPATA20	chr17:48624561-48633213	Normal	Disease	OK	35.0409	53.2936	0.604923	12.4053	5e-05	7.96728e-05	yes
XLOC_009023	XLOC_009023	LUC7L3	chr17:48796925-48830072	Normal	Disease	OK	40.0604	457.98	3.51504	81.5385	5e-05	7.96728e-05	yes
XLOC_009026	XLOC_009026	NME1,NME1-NME2,NME2	chr17:49230896-49249105	Normal	Disease	OK	401.569	743.064	0.887839	29.0715	5e-05	7.96728e-05	yes
XLOC_009035	XLOC_009035	NOG	chr17:54671059-54672951	Normal	Disease	OK	0.636567	1.54102	1.2755	3.17789	0.0002	0.000306269	yes
XLOC_009036	XLOC_009036	DGKE	chr17:54911459-54946036	Normal	Disease	OK	2.88582	4.26796	0.564564	5.80325	5e-05	7.96728e-05	yes
XLOC_009047	XLOC_009047	LOC100506779	chr17:56378593-56494931	Normal	Disease	OK	2.81878	3.54119	0.329163	1.61653	0.016	0.0205795	yes
XLOC_009048	XLOC_009048	RAD51C	chr17:56769962-56811692	Normal	Disease	OK	13.0654	26.8239	1.03777	6.83475	5e-05	7.96728e-05	yes
XLOC_009049	XLOC_009049	PPM1E	chr17:56833231-57184266	Normal	Disease	OK	1.28775	3.2038	1.31493	8.95079	5e-05	7.96728e-05	yes
XLOC_009050	XLOC_009050	PRR11	chr17:57232859-57284070	Normal	Disease	OK	0.749319	1.01511	0.437988	2.05845	0.0046	0.00625884	yes
XLOC_009052	XLOC_009052	GDPD1	chr17:57297827-57353330	Normal	Disease	OK	1.66923	5.01761	1.58782	7.62735	5e-05	7.96728e-05	yes
XLOC_009057	XLOC_009057	VMP1	chr17:57784862-57917952	Normal	Disease	OK	65.3155	195.817	1.58401	44.7396	5e-05	7.96728e-05	yes
XLOC_009059	XLOC_009059	RPS6KB1	chr17:57970442-58027786	Normal	Disease	OK	6.0015	7.25686	0.274022	3.19923	0.0001	0.000156483	yes
XLOC_009060	XLOC_009060	CA4	chr17:58227301-58236906	Normal	Disease	OK	3.73543	8.07362	1.11194	4.92739	5e-05	7.96728e-05	yes
XLOC_009064	XLOC_009064	TBX2	chr17:59477256-59486827	Normal	Disease	OK	7.48528	13.6363	0.865326	9.73905	5e-05	7.96728e-05	yes
XLOC_009065	XLOC_009065	C17orf82	chr17:59489111-59490641	Normal	Disease	OK	0.47116	1.00614	1.09455	2.0404	0.013	0.0168804	yes
XLOC_009068	XLOC_009068	METTL2A	chr17:60501245-60527454	Normal	Disease	OK	6.73283	7.66153	0.186418	1.53264	0.03125	0.0388884	yes
XLOC_009069	XLOC_009069	TLK2	chr17:60556385-60692841	Normal	Disease	OK	5.38011	7.09708	0.39959	4.47325	5e-05	7.96728e-05	yes
XLOC_009075	XLOC_009075	DCAF7	chr17:61627821-61671642	Normal	Disease	OK	33.7032	36.3182	0.107805	3.21096	5e-05	7.96728e-05	yes
XLOC_009080	XLOC_009080	PSMC5	chr17:61896792-61909387	Normal	Disease	OK	93.9472	127.947	0.445623	9.32101	5e-05	7.96728e-05	yes
XLOC_009086	XLOC_009086	CEP95	chr17:62503157-62534062	Normal	Disease	OK	9.13367	19.0226	1.05845	11.9048	5e-05	7.96728e-05	yes
